ID,Name,"Plant Type","FarmOS TID","FarmOS ID",Description,"Scientific Name","Maturity Days","Transplant Days","Harvest Days","Seeding to Transplant Days","Transplant to Harvest Days","Row Spacing (inches)","Plant Spacing (inches)","Beds Per 100ft","Seed Depth (inches)","Min Germination Temp (F)","Min Growing Temp (F)","Max Growing Temp (F)","Frost Hardy","Created At","Updated At"
2336,"Chicory Brussels Witloof (organic)",Endive,12854,2c60efa8-a1b2-4700-b770-9628b8e57908,"Product Group: Organic. Botanical Name: Cichorium intybus. Code: VOG238. Large, thick-stemmed leaves; stalks and leaves are used for salads when blanched.","Cichorium intybus",140,,140,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
2346,"Endive Blond Full Heart (organic)",Endive,12864,22fc422a-9829-4beb-b2fe-12417defb831,"Product Group: Organic. Botanical Name: Cichorium endivia. Code: VOG315. A popular Scarole type with good flavour and colour.","Cichorium endivia",85,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
1981,"Endive Dafne (split pills)",Endive,12499,44f84a2f-5cca-4e34-b830-55841f748370,"Product Group: Vegetables. Botanical Name: Cichorium endivia. Code: VEN45. The ideal follow-on to Kokyta, this Scarole is best suited to autumn and early winter cropping. Light green coloured rounded leaves, with indented edges. Good vigour and good resistance to yellowing at low temperatures.","Cichorium endivia",65,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1980,"Endive Kokyta (split pills)",Endive,12498,9852c607-b610-482a-b9f7-644104ae2fb8,"Product Group: Vegetables. Botanical Name: Cichorium endivia. Code: VEN35. An excellent Scarole variety, ideally suited to late summer and early autumn production. Light green coloured rounded leaves, with indented edges. Full wrapped heart and full bottom. Easy to blanch. Good bolting resistance.","Cichorium endivia",65,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1984,"Endive Primafine (split pills)",Endive,12502,b1bc4325-b46e-4732-8699-9361faaf2157,"Product Group: Vegetables. Botanical Name: Cichorium endivia. Code: VEN82. A fine curled Endive variety with attractive dark colour and fine frills to leaves. Copes well with both warm and cold temperatures. Large number of serrated leaves in heart.","Cichorium endivia",65,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1982,"Endive Rosy",Endive,12500,b672c63a-b7e9-4088-99d5-c94f91789bf2,"Product Group: Vegetables. Botanical Name: Cichorium endivia. Code: VEN55. A rustic looking variety with lightly jagged leaves and voluminous head. Medium green colour to external leaves and yellow for internal. High percentage of self whitening. Minimal root cracking Suitable for late spring, summer and early autumn. Indoors and outdoors production. Recommended final density is 8 plants/m2.","Cichorium endivia",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
1983,"Endive Rosy (split pills)",Endive,12501,b2cf0bb6-c574-419f-a1d7-348239283ac6,"Product Group: Vegetables. Botanical Name: Cichorium endivia. Code: VEN56. A rustic looking variety with lightly jagged leaves and voluminous head. Medium green colour to external leaves and yellow for internal. High percentage of self whitening. Minimal root cracking Suitable for late spring, summer and early autumn. Indoors and outdoors production. Recommended final density is 8 plants/m2.","Cichorium endivia",65,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
2015,"Florence Fennel F1 Rondo",Fennel,12533,e4c1c8f8-26ab-43b9-a1d7-7b67759dfe4b,"Product Group: Vegetables. Botanical Name: Foeniculum vulgare. Code: VFE12. A quick growing hybrid variety, producing uniform, round shaped bulbs. Matures approximately 75 days after transplanting. Best used for summer production.","Foeniculum vulgare",75,75,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
2348,"Florence Fennel F1 Rondo (organic)",Fennel,12866,0bd40269-6532-4aa5-acf0-2dbe1943221e,"Product Group: Organic. Botanical Name: Foeniculum vulgare. Code: VOG322. A quick growing hybrid variety, producing uniform, round shaped bulbs. Matures approximately 75 days after transplanting. Best used for summer production.","Foeniculum vulgare",75,75,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
2016,"Florence Fennel F1 Rondo (pellets)",Fennel,12534,188194c3-3396-4975-b5e0-34d91cdd3f3b,"Product Group: Vegetables. Botanical Name: Foeniculum vulgare. Code: VFE15. A quick growing hybrid variety, producing uniform, round shaped bulbs. Matures approximately 75 days after transplanting. Best used for summer production.","Foeniculum vulgare",75,75,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
2014,"Florence Fennel Zefa Fino",Fennel,12532,8386ca46-2d1a-4a03-9c70-9820d103b65b,"Product Group: Vegetables. Botanical Name: Foeniculum vulgare. Code: VFE10. OP variety producing flat, round bulbs of a good size. Resistant to bolting, for summer and autumn production. Sow March-May.","Foeniculum vulgare",85,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
2347,"Florence Fennel Zefa Fino (organic)",Fennel,12865,0b3c7041-4dd4-4321-b054-916a5c4e0763,"Product Group: Organic. Botanical Name: Foeniculum vulgare. Code: VOG320. OP variety producing flat, round bulbs of a good size. Resistant to bolting, for summer and autumn production. Sow March-May.","Foeniculum vulgare",85,,,,,12.00,,,,,,,,"2025-08-30 18:12:40","2025-11-13 02:07:41"
2075,"Herb Fennel Bronze",Fennel,12593,3be97195-729c-4b2c-a660-dc92af7c52b1,"Product Group: Vegetables. Botanical Name: Foeniculum vulgare Purpureum. Code: VHE200. (Foeniculum purpureum) Perennial: 420 seeds per gram. Similar to the above with dark foliage. 20 grams for 1,000 9cm pots.","Foeniculum vulgare Purpureum",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
2074,"Herb Fennel Common",Fennel,12592,2b1b032b-bd8f-423b-80a2-54652512a4b2,"Product Group: Vegetables. Botanical Name: Foeniculum vulgare. Code: VHE190. (Foeniculum vulgare) Perennial: 230 seeds per gram. Erect growing plant with dark green foliage. Fern-like leaves of aniseed flavour used for flavouring. Height 60-120cm. 20 grams for 1,000 9cm pots.","Foeniculum vulgare",85,,,,,12.00,,,,,,,,"2025-08-30 18:12:39","2025-11-13 02:07:40"
110," Antirrhinum F1 Doubleshot Yellow Red Heart",Flowers,10628,738d670c-d867-44a7-ae19-7dce411c77ad,"Product Group: Flowers. Botanical Name: Antirrhinum majus. Code: ANT555. A new series of tall garden F1 snapdragons with beautiful open-faced double flowers on strong, heavily branched plants. They produce flower stems in succession throughout the growing season. Great for use as a taller border plant or in a container. Doubleshot performs well over a long period in the garden and can be used for home cuts.   45-50 cm","Antirrhinum majus",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
1,"Abutilon Giant Flowering Mixed",Flowers,10519,b182a242-298a-470c-88e7-c463e1b444f5,"Product Group: Flowers. Botanical Name: Abutilon x hybridum. Code: ABU10. Large and loose habit.  Flowers in attractive veined shades. 90cm.Sell in: 9cm or larger potsEnd Use: Conservatory plant","Abutilon x hybridum",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
2,"Acanthus mollis",Flowers,10520,24bc7c0d-7c21-45d0-b7b9-f9908217c3a0,"Product Group: Flowers. Botanical Name: Acanthus mollis. Code: ACA10. ('Bear's Britches') Stately columns of white/purple flowers July/August, over glossy, deep-cut foliage. 90-120cm.Sell in: 2 litre or larger potsEnd Use: Herbaceous Borders","Acanthus mollis",365,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
4,"Achillea Cerise Queen",Flowers,10522,b3b92a3b-3fcb-4b87-a0cf-881cb0f9259b,"Product Group: Flowers. Botanical Name: Achillea millefolium. Code: ACH20. Pink shades. 60cm.Sell in: 9cm or larger pots (green plant with label)End Use: Borders, cut flower","Achillea millefolium",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
5,"Achillea Cloth of Gold",Flowers,10523,61a08e48-4d76-4fd0-9461-33c165e0dc28,"Product Group: Flowers. Botanical Name: Achillea millefolium. Code: ACH30. Brilliant yellow, tall. 120cm.Sell in: 9cm or larger pots (green plant with label)End Use: Borders, cut flower","Achillea millefolium",120,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
3,"Achillea F2 Summer Pastels",Flowers,10521,92f89b9c-8d54-4221-9941-320ad2894268,"Product Group: Flowers. Botanical Name: Achillea millefolium. Code: ACH10. F2 mixture of pastel shades, a popular variety which can flower in its first summer from a January sowing. 60cm.Sell in: 9cm or larger pots (green plant with label)End Use: Borders, cut flower","Achillea millefolium",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
6,"Achillea Marshmallow",Flowers,10524,84d6058c-92ee-40a7-bab4-c873831c4ec9,"Product Group: Flowers. Botanical Name: Achillea ptarmica. Code: ACH35. This first year flowering perennial produces highly double white flowers on compact plants. Hardy outdoors. 30 cm.","Achillea ptarmica",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
7,"Achillea ptarmica Pearl",Flowers,10525,b10c23de-ac72-4c72-8b84-be42df16d9e9,"Product Group: Flowers. Botanical Name: Achillea ptarmica. Code: ACH40. Reselected strain with high proportion of double white flowers. 60cm (3700 seeds per gram)Sell in: 8cm or larger pots (green plant with label)End Use: Borders, cut flower","Achillea ptarmica",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
8,"Aconitum napellus Newry Blue",Flowers,10526,f79e0379-d946-4222-bbe5-31a3cffdf7a1,"Product Group: Flowers. Botanical Name: Aconitum napellus. Code: ACO10. ('Monk's Hood') Tall spikes of deep blue flowers over deep-cut foliage, in May-July. 1m.Sell in: 2 litre or larger potsEnd Use: Herbaceous borders.","Aconitum napellus",120,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
9,"Acroclinium grandiflorum Mixed",Flowers,10527,fc1c9fd4-cbe3-4f22-8182-e4277589e63f,"Product Group: Flowers. Botanical Name: Helipterum roseum. Code: ACR40. Double flowered mixture of pink, red and white, for dried flower arrangements. 50cm.End Use: Cut flower (dried).","Helipterum roseum",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
15,"Agapanthus umbellatus Blue",Flowers,10533,cb67ef22-3501-4c10-b3ee-12c5b696120c,"Product Group: Flowers. Botanical Name: Agapanthus umbellatus. Code: AGA75. Tall blue flower heads on glossy green foliage. Prefers a well drained position. Flowers between May and August. 1.4m.Sell in: 2 litre pot or larger (green plant with label)End Use: Borders and containers.","Agapanthus umbellatus",730,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
10,"Agastache Apricot Sprite",Flowers,10528,7758cb2b-df09-4c00-9b4e-f6a82137d42a,"Product Group: Flowers. Botanical Name: Agastache aurantiaca. Code: AGA10. Apricot flowers over compact foliage. 45cm.Sell in: 13cm or larger potsEnd Use: Borders, containers","Agastache aurantiaca",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
13,"Agastache Golden Jubilee",Flowers,10531,9fe978ed-481c-4b04-b6b6-fb6023f39f13,"Product Group: Flowers. Botanical Name: Agastache foeniculum. Code: AGA40. Initially noted for its lime green foliage, later blue flower spikes appear. Uniform habit, a useful garden plant. 50cm.Sell in: 13cm or larger potsEnd Use: Borders, containers","Agastache foeniculum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
11,"Agastache Liquorice Blue",Flowers,10529,6e386182-8088-455a-91f8-c5277e19defe,"Product Group: Flowers. Botanical Name: Agastache rugosa. Code: AGA20. Taller bedding item, large blue flower spikes. 60cmSell in: 13cm or larger potsEnd Use: Borders, containers","Agastache rugosa",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
12,"Agastache Liquorice White",Flowers,10530,86c7794f-fd64-496d-9ac6-3c5c0802bad1,"Product Group: Flowers. Botanical Name: Agastache rugosa. Code: AGA30. Taller bedding item, large white flower spikes. 60cmSell in: 13cm or larger potsEnd Use: Borders, containers","Agastache rugosa",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
14,"Agastache Rose Mint",Flowers,10532,44989372-a77f-4ba9-9e64-642bae9c5552,"Product Group: Flowers. Botanical Name: Agastache pallidiflora ssp neomexicana. Code: AGA45. Produces a continual mass of lavender-rose scented flowers. The flowers are produced from June to September. Makes a great border or container plant. 35cm.Sell in: 13cm or larger potsEnd Use: Borders, containers","Agastache pallidiflora ssp neomexicana",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
20,"Ageratum Blue Horizon",Flowers,10538,7ebd66ab-3b5f-4aea-8199-014ced224392,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE68. This triploid variety has a taller habit, and is used as a cut flower and a useful tall blue bedding plant. Produces numerous branches which can be cut continuously.End Use: Borders, cut flower (outdoor and under protection)","Ageratum houstonianum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
21,"Ageratum Blue Mink",Flowers,10539,f062cff5-391d-4883-b8a4-43df70613aed,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE70. Open pollinated variety. Large trusses of fluffy blue flowers (4,000 seeds per gram). 30cm.","Ageratum houstonianum",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
16,"Ageratum F1 Bermuda Blue",Flowers,10534,f6d61786-797c-45ac-9ac7-509a56c18225,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE05. Uniform with very good garden performance. This variety is great for packs. Mid blue flowers. 15cm.","Ageratum houstonianum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
17,"Ageratum F1 Bermuda Blue (pellets)",Flowers,10535,657a4f77-c5cb-4884-8569-6bb0edd38a5c,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE05P. Uniform with very good garden performance. This variety is great for packs. Mid blue flowers. 15cm.","Ageratum houstonianum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
18,"Ageratum F1 Bermuda Cloud",Flowers,10536,fd0c96a0-93f9-450a-8853-dd62118280c5,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE08. Uniform with very good garden performance. This variety is great for packs. White flowers. 15cm.","Ageratum houstonianum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
19,"Ageratum F1 Bermuda Cloud (pellets)",Flowers,10537,81024e87-c66e-4301-b612-45489c991789,"Product Group: Flowers. Botanical Name: Ageratum houstonianum. Code: AGE08P. Uniform with very good garden performance. This variety is great for packs. White flowers. 15cm.","Ageratum houstonianum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
22,"Agrostemma githago Bianca",Flowers,10540,3ec8f1aa-be33-41c3-a435-882d78ce3d97,"Product Group: Flowers. Botanical Name: Agrostemma githago. Code: AGR30. White hardy annual with long stems branching at the top. Best direct sown. 100cm. (Approximately 150 seeds per gram)End Use: Borders, cut flowers","Agrostemma githago",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
23,"Agrostemma githago Purple Queen",Flowers,10541,6c217da9-8f6c-4d7c-ac85-d8f60143044c,"Product Group: Flowers. Botanical Name: Agrostemma githago. Code: AGR40. Purple hardy annual with long stems branching at the top. Best direct sown. 100cm. (approximately 150 seeds per gram)End Use: Borders, cut flowers","Agrostemma githago",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
24,"Alchemilla mollis Thriller",Flowers,10542,d80ba096-d25f-45a5-b654-9b47198fb9b5,"Product Group: Flowers. Botanical Name: Alchemilla mollis. Code: ALC10. 'Lady's Mantle'. Yellow green star-shaped flowers in intricately-branched heads. Attractive foliage. 45cm.Sell in: 13cm or larger potsEnd Use: Borders, cut flowers","Alchemilla mollis",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
42,"Alyssum Clear Crystal Mixed",Flowers,10560,a49951fb-e298-4461-adbd-35072ffff685,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY250. Tetraploid alyssums deliver more vigour than standard varieties. More vigorous with larger flowers than standard alyssum. Fragrant, large blooms and stronger performance in containers, hanging baskets and in the landscape. Good mix of colours. Coated seed. 13cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
41,"Alyssum Clear Crystal White",Flowers,10559,73dc71a2-8148-47a8-b589-ab745a7bd5a4,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY200. Tetraploid alyssums deliver more vigour than standard varieties. More vigorous with larger flowers than standard alyssum. Fragrant, large blooms and stronger performance in containers, hanging baskets and in the landscape. Coated Seed. 13cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
26,"Alyssum Easter Bonnet Deep Pink",Flowers,10544,da40f4dc-e81a-4927-a64f-b46df7f67241,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY015. Top selling series of uniform and compact Alyssum, ideal for pack work and tidy in the garden. 12cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
25,"Alyssum Easter Bonnet Deep Rose",Flowers,10543,85d8bc2f-f4db-439d-b804-63b3202ccfc7,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY013. Top selling series of uniform and compact Alyssum, ideal for pack work and tidy in the garden. 12cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
30,"Alyssum Easter Bonnet Mixed",Flowers,10548,f4802a70-276e-48ec-b0c0-fee9a8480c6e,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY030. Top selling series of uniform and compact Alyssum, ideal for pack work and tidy in the garden. 12cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
27,"Alyssum Easter Bonnet Violet",Flowers,10545,33a5fd88-1d52-4950-b804-46c8fc36abe1,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY017. Top selling series of uniform and compact Alyssum, ideal for pack work and tidy in the garden. 12cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
28,"Alyssum Easter Bonnet White",Flowers,10546,3b78e068-eeeb-4da9-a2a3-5be2720aee96,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY018. Top selling series of uniform and compact Alyssum, ideal for pack work and tidy in the garden. 12cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
40,"Alyssum montanum Mountain Gold",Flowers,10558,b8e0c64e-5705-49c7-8221-36276ccb0d18,"Product Group: Flowers. Botanical Name: Alyssum montanum. Code: ALY140. More compact and earlier flowering than saxatile. 15cm. Approximately 600 seeds per gramSell in: 9cm pots.End Use: Walls, rockeries","Alyssum montanum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
29,"Alyssum North Face",Flowers,10547,eaa0751a-2142-41ae-9f19-d455cb284f33,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY025. A large, white flowered, vigorous variety. The habit is flatter and more cascading than standard varieties, so a great filler option for hanging baskets.","Lobularia maritima",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
32,"Alyssum Rosie O'Day",Flowers,10550,df556637-3076-43c6-b258-ee10a69c9c2b,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY080. Dark rose - spreading flat habit. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
39,"Alyssum saxatile Gold Ball",Flowers,10557,6d3f4f58-b1b2-449f-95c9-1b90d072f7fc,"Product Group: Flowers. Botanical Name: Alyssum saxatile. Code: ALY130. Yellow flowers over grey-green foliage. 30cm. Approximately 1,000 seeds per gramSell in: 9cm pots.End Use: Walls, rockeries","Alyssum saxatile",75,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
31,"Alyssum Snowcloth",Flowers,10549,449d33cc-813e-438e-b8a7-92fd4f2dde18,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY050. Traditional smaller flowered variety. 10cm","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
33,"Alyssum Wonderland Deep Purple",Flowers,10551,c279dba9-e679-4b2c-b0b7-e4692e798d9b,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY095. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
34,"Alyssum Wonderland Deep Rose",Flowers,10552,35d0fff2-73d5-4333-a23b-db334ad25dd9,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY100. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
37,"Alyssum Wonderland Mixed",Flowers,10555,aa6cf932-e138-4177-991a-dca77241cd16,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY121. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
38,"Alyssum Wonderland Mulberry Mixed",Flowers,10556,928704e1-c38f-4e40-a3b4-f0525d9bd434,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY124. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
35,"Alyssum Wonderland Pink",Flowers,10553,3f597a23-e4a6-4261-a589-0654ddb36810,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY107. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
36,"Alyssum Wonderland White",Flowers,10554,e11e261d-54f1-4733-89ab-35ca291051d5,"Product Group: Flowers. Botanical Name: Lobularia maritima. Code: ALY120. A superb series, well-matched for height and flowering time. A fragrant and appealing display. 8cm.","Lobularia maritima",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
47,"Amaranthus caudatus Green",Flowers,10565,a1ce388b-98bc-4d22-9d03-f299745fb5a1,"Product Group: Flowers. Botanical Name: Amaranthus caudatus. Code: AMA35. Tapering tassels of green flowers. 75cm.","Amaranthus caudatus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
46,"Amaranthus caudatus Red",Flowers,10564,27062a2d-2302-47b4-b1be-190963695f88,"Product Group: Flowers. Botanical Name: Amaranthus caudatus. Code: AMA30. Tapering tasseled flowers of blood red. 75cm.","Amaranthus caudatus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
49,"Amaranthus crentus Velvet Curtains",Flowers,10567,2d88ad1a-c2a1-4a13-ad7c-dc226a773201,"Product Group: Flowers. Botanical Name: Amaranthus cruentus. Code: AMA37. Easy to grow border/ container plant. Intense crimson foliage and flowers. Makes a great cut flower. (2,100 seeds per gram)","Amaranthus cruentus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
45,"Amaranthus Early Splendour",Flowers,10563,9109e5db-aad9-47b1-a851-b351fc0f26fd,"Product Group: Flowers. Botanical Name: Amaranthus tricolor. Code: AMA24. Branching crimson foliage. 50cm.","Amaranthus tricolor",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
43,"Amaranthus Green Thumb",Flowers,10561,f82f8263-b352-4ffb-a4e5-bfc1370a40ae,"Product Group: Flowers. Botanical Name: Amaranthus hypochondriacus. Code: AMA10. Upright green spikes. 45cm.","Amaranthus hypochondriacus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
48,"Amaranthus Hot Biscuits",Flowers,10566,3a6d0604-e5b6-43ac-84f9-65d8f8e0d434,"Product Group: Flowers. Botanical Name: Amaranthus cruentus. Code: AMA36. This tall cruentus type produces warm orange brown spikes. Makes a good home cut flower. 120cm.","Amaranthus cruentus",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
50,"Amaranthus paniculatus Foxtail",Flowers,10568,9a6dc74d-8234-4c3c-9e64-6aafa896de18,"Product Group: Flowers. Botanical Name: Amaranthus paniculatus. Code: AMA40. Long, upright, deep blood red spikes over bronze-red foliage. 60cm.","Amaranthus paniculatus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
44,"Amaranthus Pygmy Torch",Flowers,10562,78922d34-08d4-4798-9b7f-a488d7f8d3b4,"Product Group: Flowers. Botanical Name: Amaranthus hypochondriacus. Code: AMA20. Upright deep red spikes. 45cm.","Amaranthus hypochondriacus",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
52,"Ammi majus Graceland",Flowers,10570,02316c91-54f1-46be-b548-375dee5d9f7f,"Product Group: Flowers. Botanical Name: Ammi majus. Code: AMM30. Dark green foliage and large flat flower umbels. Strong and straight stems with very uniform growth producing quality stems. The large flat flower umbels with clear white flowers are highly versatile for mixed bouquets. 100cm.End Use: Fresh cut flower, back of borders","Ammi majus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
51,"Ammobium grandiflorum",Flowers,10569,535dbb13-aa8a-4a63-904a-3278324d4af2,"Product Group: Flowers. Botanical Name: Ammobium alatum. Code: AMM10. Produces 'everlasting' yellow-white flowers that can be dried. Does well in sandy soils. 60cm.End Use: Fresh and dried flower, garden hardy annual.","Ammobium alatum",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
53,"Anacyclus depressus Garden Gnome",Flowers,10571,0fb8ade3-cbe0-4f6b-8362-99302fc4b47b,"Product Group: Flowers. Botanical Name: Anacyclus depressus. Code: ANA05. Small white daisy like flowers, petals deep red on reverse. A good early flowering perennial for pot sales. 6cm.Sell in: 8cm pots.End Use: Rockeries","Anacyclus depressus",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
54,"Anchusa Blue Angel",Flowers,10572,6c4ce418-c401-44d2-b1b0-17dd31013118,"Product Group: Flowers. Botanical Name: Anchusa capensis. Code: ANC10. Forget-me-not-like flowers of bright blue produced through the summer. 25cm.Sell in: 9cm or larger pots.End Use: Borders.","Anchusa capensis",90,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
58,"Anemone F1 Mona Lisa Mixed",Flowers,10576,6346a3cf-4c46-4c67-be31-43d65c019609,"Product Group: Flowers. Botanical Name: Anemone coronaria. Code: ANE10. Commercial cut flower item producing blooms up to 10cm in diameter, on sturdy stems up to 45cm long, around 15 per plant. Vivid colours, and a generally disease free crop. With the use of growth regulators, Mona Lisa can be produced as a 9cm pot subject.","Anemone coronaria",70,,,,,12.00,,,,,,,,"2025-08-30 18:12:37","2025-11-13 02:07:36"
